3.500000 1.500000 0.000000 0.000000 0.000000 1.000000 8.000000
3.600000 1.500000 0.000000 0.000000 0.000000 1.000000 10.000000
3.700000 1.500000 0.000000 0.000000 0.000000 1.000000 9.000000
3.800000 1.500000 0.000000 0.000000 0.000000 1.000000 10.000000
3.900000 1.500000 0.000000 0.000000 0.000000 1.000000 10.000000
4.000000 1.500000 0.000000 0.000000 0.000000 1.000000 58.000000
4.010000 1.500000 0.000000 0.000000 0.000000 1.000000 47.000000
4.020000 1.500000 0.000000 0.000000 0.000000 1.000000 49.000000
4.030000 1.500000 0.000000 0.000000 0.000000 1.000000 50.000000
4.040000 1.500000 0.000000 0.000000 0.000000 1.000000 50.000000
4.050000 1.500000 0.000000 0.000000 0.000000 1.000000 47.000000
4.060000 1.500000 0.000000 0.000000 0.000000 1.000000 48.000000
4.070000 1.500000 0.000000 0.000000 0.000000 1.000000 41.000000
4.080000 1.500000 0.000000 0.000000 0.000000 1.000000 36.000000
4.090000 1.500000 0.000000 0.000000 0.000000 1.000000 33.000000
4.100000 1.500000 0.000000 0.000000 0.000000 1.000000 38.000000
4.110000 1.500000 0.000000 0.000000 0.000000 1.000000 26.000000
4.120000 1.500000 0.000000 0.000000 0.000000 1.000000 20.000000
4.130000 1.500000 0.000000 0.000000 0.000000 1.000000 16.000000
4.140000 1.500000 0.000000 0.000000 0.000000 1.000000 14.000000
4.150000 1.500000 0.000000 0.000000 0.000000 1.000000 14.000000
4.160000 1.500000 0.000000 0.000000 0.000000 1.000000 14.000000
4.170000 1.500000 0.000000 0.000000 0.000000 1.000000 12.000000
4.180000 1.500000 0.000000 0.000000 0.000000 1.000000 12.000000
4.190000 1.500000 0.000000 0.000000 0.000000 1.000000 11.000000
4.200000 1.500000 0.000000 0.000000 0.000000 1.000000 20.000000
4.210000 1.500000 0.000000 0.000000 0.000000 1.000000 10.000000
4.220000 1.500000 0.000000 0.000000 0.000000 1.000000 9.000000
4.230000 1.500000 0.000000 0.000000 0.000000 1.000000 10.000000
4.240000 1.500000 0.000000 0.000000 0.000000 1.000000 10.000000
4.250000 1.500000 0.000000 0.000000 0.000000 1.000000 10.000000
4.260000 1.500000 0.000000 0.000000 0.000000 1.000000 10.000000
4.270000 1.500000 0.000000 0.000000 0.000000 1.000000 10.000000
4.280000 1.500000 0.000000 0.000000 0.000000 1.000000 10.000000
4.290000 1.500000 0.000000 0.000000 0.000000 1.000000 10.000000
4.300000 1.500000 0.000000 0.000000 0.000000 1.000000 20.000000
4.310000 1.500000 0.000000 0.000000 0.000000 1.000000 10.000000
4.320000 1.500000 0.000000 0.000000 0.000000 1.000000 10.000000
4.330000 1.500000 0.000000 0.000000 0.000000 1.000000 10.000000
4.340000 1.500000 0.000000 0.000000 0.000000 1.000000 10.000000
4.350000 1.500000 0.000000 0.000000 0.000000 1.000000 10.000000
4.360000 1.500000 0.000000 0.000000 0.000000 1.000000 10.000000
4.370000 1.500000 0.000000 0.000000 0.000000 1.000000 10.000000
4.380000 1.500000 0.000000 0.000000 0.000000 1.000000 10.000000
4.390000 1.500000 0.000000 0.000000 0.000000 1.000000 10.000000
