0.000 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 1.00000000
0.050 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 1.00000000
0.100 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 1.00000000
0.150 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 1.00000000
0.200 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 1.00000000
0.250 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 1.00000000
0.300 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 1.00000000
0.350 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 1.00000000
0.400 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 22.00000000
0.401 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.402 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.403 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.404 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.405 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.406 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.407 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.408 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.409 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.410 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 21.00000000
0.411 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.412 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.413 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.414 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.415 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.416 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.417 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.418 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.419 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.420 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 21.00000000
0.421 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.422 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.423 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.424 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.425 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.426 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.427 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.428 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.429 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.430 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 21.00000000
0.431 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.432 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.433 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.434 0.00000000	 1.00000000 0.00000000 0.00000000 0.00000000 10.00000000
0.435 0.00190001	 0.99809999 0.00000000 0.00000000 0.00000000 10.00000000
0.436 0.03508476	 0.96491524 0.00000000 0.00000000 0.00000000 10.00000000
0.437 0.05852406	 0.94147594 0.00000000 0.00000000 0.00000000 10.00000000
0.438 0.07024995	 0.92975005 0.00000000 0.00000000 0.00000000 10.00000000
0.439 0.08387088	 0.91612912 0.00000000 0.00000000 0.00000000 10.00000000
0.440 0.09432036	 0.90567964 0.00000000 0.00000000 0.00000000 21.00000000
0.441 0.10100330	 0.89899670 0.00000000 0.00000000 0.00000000 10.00000000
0.442 0.10989647	 0.89010353 0.00000000 0.00000000 0.00000000 10.00000000
0.443 0.11588137	 0.88411862 0.00000000 0.00000000 0.00000000 10.00000000
0.444 0.12351487	 0.87648513 0.00000000 0.00000000 0.00000000 10.00000000
0.445 0.12806925	 0.87193075 0.00000000 0.00000000 0.00000000 10.00000000
0.446 0.13684104	 0.86315896 0.00000000 0.00000000 0.00000000 10.00000000
0.447 0.14056180	 0.85943820 0.00000000 0.00000000 0.00000000 10.00000000
0.448 0.14493665	 0.85506335 0.00000000 0.00000000 0.00000000 10.00000000
0.449 0.14861650	 0.85138350 0.00000000 0.00000000 0.00000000 10.00000000
0.450 0.15207814	 0.84792186 0.00000000 0.00000000 0.00000000 22.00000000
0.451 0.15611869	 0.84388131 0.00000000 0.00000000 0.00000000 10.00000000
0.452 0.15966608	 0.84033392 0.00000000 0.00000000 0.00000000 10.00000000
0.453 0.16372873	 0.83627127 0.00000000 0.00000000 0.00000000 10.00000000
0.454 0.16350572	 0.83649428 0.00000000 0.00000000 0.00000000 10.00000000
0.455 0.16942761	 0.83057239 0.00000000 0.00000000 0.00000000 10.00000000
0.456 0.17161611	 0.82838389 0.00000000 0.00000000 0.00000000 10.00000000
0.457 0.17547190	 0.82452810 0.00000000 0.00000000 0.00000000 10.00000000
0.458 0.17593760	 0.82406240 0.00000000 0.00000000 0.00000000 10.00000000
0.459 0.17972160	 0.82027840 0.00000000 0.00000000 0.00000000 10.00000000
0.460 0.18277208	 0.81722792 0.00000000 0.00000000 0.00000000 21.00000000
0.461 0.18528164	 0.81471836 0.00000000 0.00000000 0.00000000 10.00000000
0.462 0.18559631	 0.81440369 0.00000000 0.00000000 0.00000000 10.00000000
0.463 0.18789143	 0.81210858 0.00000000 0.00000000 0.00000000 10.00000000
0.464 0.18982611	 0.81017389 0.00000000 0.00000000 0.00000000 10.00000000
0.465 0.19138056	 0.80861944 0.00000000 0.00000000 0.00000000 10.00000000
0.466 0.19352332	 0.80647668 0.00000000 0.00000000 0.00000000 10.00000000
0.467 0.19368808	 0.80631193 0.00000000 0.00000000 0.00000000 10.00000000
0.468 0.19511741	 0.80488259 0.00000000 0.00000000 0.00000000 10.00000000
0.469 0.19806284	 0.80193716 0.00000000 0.00000000 0.00000000 10.00000000
