4.200000 0.000000 0.000000 0.0001 0.9999 0 0.005849 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.203546 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.271031 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.079148 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.346714 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.248619 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.154629 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.018799 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.18576 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.366006 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.372153 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.253162 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.027964 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.337651 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.208278 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.202314 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.283652 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.2917 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.005235 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.384982 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.093431 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.059165 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.390253 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.287207 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.300609 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.068095 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.140321 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.128628 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.290778 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.35029 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.302858 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.164945 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.000547 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.008599 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.018578 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.1113 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.36646 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.059838 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.11191 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.225586 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.026907 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.05575 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.240566 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.261613 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.217264 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.342568 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.308128 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.003589 0 
4.200000 0.000000 0.000000 0.0001 0.9999 0 0.290054 0 
4.200000 0.000000 0.000000 0 1 0 0 0 
