4.200000 0.000000 2.000000 0.000326 0.999674 0.000000 0.890793 0.106021 0.001088 100 
4.210000 0.000000 2.000000 0.000481 0.999519 0.000000 0.776864 0.069069 0.002729 94 
4.220000 0.000000 2.000000 0.000198 0.999802 0.000000 1.047704 0.120134 0.000592 83 
4.230000 0.000000 2.000000 0.000419 0.999581 0.000000 0.793700 0.096628 0.001578 87 
4.240000 0.000000 2.000000 0.000253 0.999747 0.000000 1.090720 0.077540 0.000751 88 
4.250000 0.000000 2.000000 0.000375 0.999625 0.000000 1.048795 0.115803 0.001543 93 
4.260000 0.000000 2.000000 0.000250 0.999750 0.000000 0.818162 0.084378 0.000914 94 
4.270000 0.000000 2.000000 0.000846 0.999154 0.000000 0.912384 0.110660 0.003182 94 
4.280000 0.000000 2.000000 0.001213 0.998787 0.000000 1.022040 0.089517 0.004725 97 
4.290000 0.000000 2.000000 0.001205 0.998795 0.000000 1.125371 0.059913 0.007845 97 
4.300000 0.000000 2.000000 0.022225 0.977775 0.000000 0.944312 0.068343 0.037026 94 
4.310000 0.000000 2.000000 0.078333 0.921667 0.000000 0.693025 0.045017 0.054693 92 
4.320000 0.000000 2.000000 0.126302 0.873698 0.000000 0.514587 0.025566 0.043375 96 
4.330000 0.000000 2.000000 0.153228 0.846772 0.000000 0.459582 0.026039 0.037258 94 
4.340000 0.000000 2.000000 0.172677 0.827323 0.000000 0.521517 0.031170 0.036262 97 
4.350000 0.000000 2.000000 0.192777 0.807223 0.000000 0.454781 0.020124 0.029696 94 
4.360000 0.000000 2.000000 0.211792 0.788208 0.000000 0.468252 0.023335 0.019336 97 
4.370000 0.000000 2.000000 0.220892 0.779108 0.000000 0.483785 0.027267 0.020160 98 
4.380000 0.000000 2.000000 0.234627 0.765373 0.000000 0.488746 0.025399 0.020911 97 
4.390000 0.000000 2.000000 0.245019 0.754981 0.000000 0.499828 0.025688 0.016070 95 
4.400000 0.000000 2.000000 0.255828 0.744172 0.000000 0.500055 0.025827 0.018756 94 
4.410000 0.000000 2.000000 0.262450 0.737550 0.000000 0.515802 0.025832 0.018493 97 
4.420000 0.000000 2.000000 0.273371 0.726629 0.000000 0.517280 0.021232 0.016507 94 
4.430000 0.000000 2.000000 0.273602 0.726398 0.000000 0.540115 0.022192 0.019767 95 
4.440000 0.000000 2.000000 0.280350 0.719650 0.000000 0.546436 0.020391 0.025503 95 
4.450000 0.000000 2.000000 0.286319 0.713681 0.000000 0.557694 0.022520 0.017740 93 
4.460000 0.000000 2.000000 0.284345 0.715655 0.000000 0.579851 0.019686 0.022344 94 
4.470000 0.000000 2.000000 0.292696 0.707304 0.000000 0.585084 0.026089 0.020100 95 
4.480000 0.000000 2.000000 0.297770 0.702230 0.000000 0.594952 0.026014 0.018414 99 
4.490000 0.000000 2.000000 0.297430 0.702570 0.000000 0.612481 0.019490 0.022789 95 
4.500000 0.000000 2.000000 0.297768 0.702232 0.000000 0.631186 0.025292 0.021265 95 
4.510000 0.000000 2.000000 0.300066 0.699934 0.000000 0.644109 0.021607 0.024054 96 
4.520000 0.000000 2.000000 0.303444 0.696556 0.000000 0.657038 0.018792 0.023718 98 
4.530000 0.000000 2.000000 0.296681 0.703319 0.000000 0.685636 0.021180 0.022522 97 
4.540000 0.000000 2.000000 0.301795 0.698205 0.000000 0.695537 0.024496 0.023883 96 
4.550000 0.000000 2.000000 0.295253 0.704747 0.000000 0.724815 0.026225 0.024463 95 
4.560000 0.000000 2.000000 0.293724 0.706276 0.000000 0.745689 0.024446 0.026402 98 
4.570000 0.000000 2.000000 0.290725 0.709275 0.000000 0.769505 0.018646 0.029810 98 
4.580000 0.000000 2.000000 0.286997 0.713003 0.000000 0.795967 0.019980 0.028589 95 
4.590000 0.000000 2.000000 0.287733 0.712267 0.000000 0.815637 0.021124 0.027703 96 
4.600000 0.000000 2.000000 0.286542 0.713458 0.000000 0.839088 0.028439 0.029728 98 
4.610000 0.000000 2.000000 0.284347 0.715653 0.000000 0.865420 0.022961 0.029540 98 
4.620000 0.000000 2.000000 0.269822 0.730178 0.000000 0.910648 0.022193 0.032620 96 
4.630000 0.000000 2.000000 0.274388 0.725612 0.000000 0.930167 0.022269 0.028953 99 
4.640000 0.000000 2.000000 0.271361 0.728639 0.000000 0.961371 0.023072 0.028393 97 
4.650000 0.000000 2.000000 0.260951 0.739049 0.000000 1.005194 0.023598 0.033576 97 
4.660000 0.000000 2.000000 0.262910 0.737090 0.000000 1.032110 0.023435 0.032692 95 
4.670000 0.000000 2.000000 0.260476 0.739524 0.000000 1.070912 0.054147 0.047914 95 
4.680000 0.000000 2.000000 0.280892 0.719108 0.000000 1.079715 0.105513 0.059608 97 
