1.000 1.00000000	 0.00000000 0.00000000 0.00000000 0.00000000 15.00000000
1.010 1.00000000	 0.00000000 0.00000000 0.00000000 0.00000000 12.00000000
1.020 1.00000000	 0.00000000 0.00000000 0.00000000 0.00000000 12.00000000
1.030 1.00000000	 0.00000000 0.00000000 0.00000000 0.00000000 12.00000000
1.040 1.00000000	 0.00000000 0.00000000 0.00000000 0.00000000 12.00000000
1.050 1.00000000	 0.00000000 0.00000000 0.00000000 0.00000000 12.00000000
1.060 1.00000000	 0.00000000 0.00000000 0.00000000 0.00000000 12.00000000
1.070 1.00000000	 0.00000000 0.00000000 0.00000000 0.00000000 12.00000000
1.080 1.00000000	 0.00000000 0.00000000 0.00000000 0.00000000 12.00000000
1.090 1.00000000	 0.00000000 0.00000000 0.00000000 0.00000000 12.00000000
1.100 1.00000000	 0.00000000 0.00000000 0.00000000 0.00000000 15.00000000
1.110 1.00000000	 0.00000000 0.00000000 0.00000000 0.00000000 12.00000000
1.120 1.00000000	 0.00000000 0.00000000 0.00000000 0.00000000 12.00000000
1.130 1.00000000	 0.00000000 0.00000000 0.00000000 0.00000000 12.00000000
1.140 1.00000000	 0.00000000 0.00000000 0.00000000 0.00000000 12.00000000
1.150 1.00000000	 0.00000000 0.00000000 0.00000000 0.00000000 12.00000000
1.160 1.00000000	 0.00000000 0.00000000 0.00000000 0.00000000 12.00000000
1.170 1.00000000	 0.00000000 0.00000000 0.00000000 0.00000000 12.00000000
1.180 1.00000000	 0.00000000 0.00000000 0.00000000 0.00000000 12.00000000
1.190 1.00000000	 0.00000000 0.00000000 0.00000000 0.00000000 13.00000000
1.200 0.99986215	 0.00013786 0.00000000 0.00000000 0.00000000 23.00000000
1.210 0.99825923	 0.00174077 0.00000000 0.00000000 0.00000000 13.00000000
1.220 0.99633891	 0.00366109 0.00000000 0.00000000 0.00000000 19.00000000
1.230 0.99453055	 0.00546945 0.00000000 0.00000000 0.00000000 12.00000000
1.240 0.99172220	 0.00827780 0.00000000 0.00000000 0.00000000 19.00000000
1.250 0.98775333	 0.01224667 0.00000000 0.00000000 0.00000000 12.00000000
1.260 0.98197212	 0.01802788 0.00000000 0.00000000 0.00000000 18.00000000
1.270 0.97261857	 0.02738143 0.00000000 0.00000000 0.00000000 12.00000000
1.280 0.95821206	 0.04178794 0.00000000 0.00000000 0.00000000 19.00000000
1.290 0.93548626	 0.06451374 0.00000000 0.00000000 0.00000000 12.00000000
1.300 0.90033680	 0.09966320 0.00000000 0.00000000 0.00000000 22.00000000
1.310 0.85430085	 0.14569915 0.00000000 0.00000000 0.00000000 12.00000000
1.320 0.79931543	 0.20068457 0.00000000 0.00000000 0.00000000 19.00000000
1.330 0.74625525	 0.25374475 0.00000000 0.00000000 0.00000000 12.00000000
1.340 0.69733517	 0.30266483 0.00000000 0.00000000 0.00000000 19.00000000
1.350 0.65544799	 0.34455201 0.00000000 0.00000000 0.00000000 12.00000000
1.360 0.62225615	 0.37774385 0.00000000 0.00000000 0.00000000 19.00000000
1.370 0.59362302	 0.40637698 0.00000000 0.00000000 0.00000000 12.00000000
1.380 0.57023079	 0.42976921 0.00000000 0.00000000 0.00000000 19.00000000
1.390 0.55254570	 0.44745430 0.00000000 0.00000000 0.00000000 12.00000000
1.400 0.53604452	 0.46395548 0.00000000 0.00000000 0.00000000 22.00000000
1.410 0.52267054	 0.47732946 0.00000000 0.00000000 0.00000000 12.00000000
1.420 0.51039126	 0.48960874 0.00000000 0.00000000 0.00000000 19.00000000
1.430 0.49804919	 0.50195081 0.00000000 0.00000000 0.00000000 12.00000000
1.440 0.48611588	 0.51388412 0.00000000 0.00000000 0.00000000 19.00000000
1.450 0.47330905	 0.52669095 0.00000000 0.00000000 0.00000000 12.00000000
1.460 0.46182684	 0.53817316 0.00000000 0.00000000 0.00000000 19.00000000
1.470 0.44831917	 0.55168083 0.00000000 0.00000000 0.00000000 12.00000000
1.480 0.43237676	 0.56762324 0.00000000 0.00000000 0.00000000 19.00000000
1.490 0.41770295	 0.58229705 0.00000000 0.00000000 0.00000000 12.00000000
1.500 0.39982392	 0.60017608 0.00000000 0.00000000 0.00000000 22.00000000
1.510 0.38372492	 0.61627508 0.00000000 0.00000000 0.00000000 12.00000000
1.520 0.36542233	 0.63457767 0.00000000 0.00000000 0.00000000 19.00000000
1.530 0.34728413	 0.65271587 0.00000000 0.00000000 0.00000000 12.00000000
1.540 0.32807448	 0.67192552 0.00000000 0.00000000 0.00000000 19.00000000
1.550 0.30767358	 0.69232642 0.00000000 0.00000000 0.00000000 12.00000000
1.560 0.28785830	 0.71214170 0.00000000 0.00000000 0.00000000 19.00000000
1.570 0.26990749	 0.73009251 0.00000000 0.00000000 0.00000000 12.00000000
1.580 0.24909386	 0.75090614 0.00000000 0.00000000 0.00000000 19.00000000
1.590 0.22818720	 0.77181280 0.00000000 0.00000000 0.00000000 12.00000000
1.600 0.20940980	 0.79059020 0.00000000 0.00000000 0.00000000 22.00000000
1.610 0.18555950	 0.81444050 0.00000000 0.00000000 0.00000000 12.00000000
1.620 0.16542481	 0.83457519 0.00000000 0.00000000 0.00000000 19.00000000
