4.200000 0.000000 0.000000 0.000000 0.000000 1.000000 7.000000
4.210000 0.000000 0.000000 0.000000 0.000000 1.000000 7.000000
4.220000 0.000000 0.000000 0.000000 0.000000 1.000000 7.000000
4.230000 0.000000 0.000000 0.000000 0.000000 1.000000 7.000000
4.240000 0.000000 0.000000 0.000000 0.000000 1.000000 7.000000
4.250000 0.000000 0.000000 0.000000 0.000000 1.000000 7.000000
4.260000 0.000000 0.000000 0.000000 0.000000 1.000000 7.000000
4.270000 0.000000 0.000000 0.000000 0.000000 1.000000 7.000000
4.280000 0.000000 0.000000 0.000000 0.000000 1.000000 7.000000
4.290000 0.000000 0.000000 0.000000 0.000000 1.000000 7.000000
4.300000 0.000000 0.000000 0.000000 0.000000 1.000000 7.000000
4.310000 0.000000 0.000000 0.025029 0.040413 0.974971 7.000000
4.320000 0.000000 0.000000 0.107496 0.016544 0.892504 7.000000
4.330000 0.000000 0.000000 0.141557 0.008899 0.858443 7.000000
4.340000 0.000000 0.000000 0.154907 0.014517 0.845093 7.000000
4.350000 0.000000 0.000000 0.187950 0.008564 0.812050 7.000000
4.360000 0.000000 0.000000 0.201589 0.013323 0.798411 7.000000
4.370000 0.000000 0.000000 0.217193 0.006819 0.782807 7.000000
4.380000 0.000000 0.000000 0.236229 0.009582 0.763771 7.000000
4.390000 0.000000 0.000000 0.249246 0.008842 0.750754 7.000000
4.400000 0.000000 0.000000 0.263214 0.008779 0.736786 7.000000
4.410000 0.000000 0.000000 0.280471 0.009929 0.719529 7.000000
4.420000 0.000000 0.000000 0.285132 0.006070 0.714868 7.000000
4.430000 0.000000 0.000000 0.299875 0.007974 0.700125 7.000000
4.440000 0.000000 0.000000 0.302636 0.009728 0.697364 7.000000
4.450000 0.000000 0.000000 0.307843 0.010328 0.692157 7.000000
4.460000 0.000000 0.000000 0.327811 0.005897 0.672189 7.000000
4.470000 0.000000 0.000000 0.337521 0.006746 0.662479 7.000000
4.480000 0.000000 0.000000 0.347014 0.006225 0.652986 7.000000
4.490000 0.000000 0.000000 0.351529 0.007256 0.648471 7.000000
4.500000 0.000000 0.000000 0.356600 0.008086 0.643400 7.000000
